dish_id,name,category,is_quick,is_meal_prep,season,cuisine,notes
D183,Indisches Butter Chicken mit Basmatireis,Hauptgericht,,,,,
D184,Italienischer Auflauf mit Hackfleisch und Zucchini,Hauptgericht,,,,,
D185,Involtini (Rinderrouladen italienische Art),Hauptgericht,,,,,
D186,Indischer Blumenkohl-Kichererbsen-Eintopf,Hauptgericht,,,,,
D187,Jägerschnitzel mit Spätzle und Pilzsoße,Hauptgericht,,,,,
D188,Jambalaya mit Hähnchen und Reis,Hauptgericht,,,,,
D189,Jakobsmuscheln mit Bandnudeln und Spinat,Hauptgericht,,,,,
D190,Joghurt-Hähnchen mit Gemüse und Couscous,Hauptgericht,,,,,
D191,Janssons Versuchung (Kartoffelauflauf mit Fisch),Hauptgericht,,,,,
D192,Jägerschnitzel mit Pommes,Hauptgericht,,,,,
D193,Japanische Nudelsuppe (Ramen mit Ei),Hauptgericht,,,,,
D194,Joghurt-Gemüse-Bowl mit Reis,Hauptgericht,,,,,
D195,Jägerpfanne mit Hackfleisch und Pilzen,Hauptgericht,,,,,
D196,Joghurt-Lamm-Spieße mit Fladenbrot,Hauptgericht,,,,,
D197,Kartoffelgratin mit Hackfleisch und Käse,Hauptgericht,,,,,
D198,Käsespätzle mit Röstzwiebeln,Hauptgericht,,,,,
D199,Kartoffelsuppe mit Würstchen,Hauptgericht,,,,,
D200,Kalbsschnitzel mit Kartoffelsalat,Hauptgericht,,,,,
D201,Kohlrouladen mit Hackfleisch und Reis,Hauptgericht,,,,,
D202,Kasseler mit Sauerkraut und Kartoffeln,Hauptgericht,,,,,
D203,Kürbisrisotto mit Parmesan,Hauptgericht,,,,,
D204,Königsberger Klopse mit Kartoffeln,Hauptgericht,,,,,
D205,Kartoffelauflauf mit Brokkoli und Schinken,Hauptgericht,,,,,
D206,Kaiserschmarrn mit Apfelmus,Hauptgericht,,,,,
D207,Lasagne mit Hackfleisch und Käse,Hauptgericht,,,,,
D208,Lachsfilet mit Spinat und Kartoffeln,Hauptgericht,,,,,
D209,Linseneintopf mit Wurst,Hauptgericht,,,,,
D210,Lauchkäsesuppe mit Hackfleisch,Hauptgericht,,,,,
D211,Lammkeule mit Bohnen und Kartoffeln,Hauptgericht,,,,,
D212,Lachs-Spaghetti mit Sahnesoße,Hauptgericht,,,,,
D213,Linsencurry mit Reis,Hauptgericht,,,,,
D214,Lauchauflauf mit Schinken und Käse,Hauptgericht,,,,,
D215,Linsen-Bolognese mit Spaghetti,Hauptgericht,,,,,
D216,Lachsauflauf mit Brokkoli und Käse,Hauptgericht,,,,,
D217,Maultaschen mit Zwiebeln und Ei,Hauptgericht,,,,,
D218,Matjesfilet mit Bratkartoffeln,Hauptgericht,,,,,
D219,Moussaka mit Hackfleisch und Auberginen,Hauptgericht,,,,,
D220,Mais-Hähnchen-Pfanne mit Paprika,Hauptgericht,,,,,
D221,Mediterraner Gemüseauflauf mit Feta,Hauptgericht,,,,,
D222,Milchreis mit Zimt und Apfelkompott,Hauptgericht,,,,,
D223,Mettbrötchen mit Zwiebeln,Snack,,,,,
D224,Makaroniauflauf mit Schinken und Käse,Hauptgericht,,,,,
D225,Mangocurry mit Hähnchen und Reis,Hauptgericht,,,,,
D226,Mozzarella-Hähnchen mit Tomaten und Nudeln,Hauptgericht,,,,,
D227,Nudelauflauf mit Schinken und Käse,Hauptgericht,,,,,
D228,Nasi Goreng mit Hähnchen,Hauptgericht,,,,,
D229,Nudelpfanne mit Gemüse und Tofu,Hauptgericht,,,,,
D230,Nudelauflauf mit Lachs und Spinat,Hauptgericht,,,,,
D231,Nudelsalat mit Thunfisch,Hauptgericht,,,,,
D232,Nudelsuppe mit Gemüse und Ei,Hauptgericht,,,,,
D233,Nudelauflauf mit Brokkoli und Käse,Hauptgericht,,,,,
D234,Nudelgericht mit Hackfleisch und Tomaten,Hauptgericht,,,,,
D235,Nudelauflauf mit Zucchini und Schinken,Hauptgericht,,,,,
D236,Gnocchi mit Pilzrahmsoße,Hauptgericht,,,,,
D237,Ofenkartoffeln mit Quark und Kräutern,Hauptgericht,,,,,
D238,Omelett mit Schinken und Käse,Hauptgericht,,,,,
D239,Ofengemüse mit Feta,Hauptgericht,,,,,
D240,Ochsenschwanzsuppe mit Gemüse,Hauptgericht,,,,,
D241,Ofenlachs mit Kartoffeln und Brokkoli,Hauptgericht,,,,,
D242,Ofennudeln mit Hackfleisch und Käse,Hauptgericht,,,,,
D243,Ofenkürbis mit Reis und Feta,Hauptgericht,,,,,
D244,Omelett mit Pilzen und Zwiebeln,Hauptgericht,,,,,
D245,Ossobuco mit Polenta,Hauptgericht,,,,,
D246,Ofenkäse mit Brot und Gemüse,Hauptgericht,,,,,
D247,Pasta Bolognese,Hauptgericht,,,,,
D248,Pfannkuchen mit Spinat und Feta,Hauptgericht,,,,,
D249,Pizza Margherita,Hauptgericht,,,,,
D250,Paprikahähnchen mit Reis,Hauptgericht,,,,,
D251,Pilzrisotto,Hauptgericht,,,,,
D252,Pellkartoffeln mit Quark,Hauptgericht,,,,,
D253,Putenrollbraten mit Gemüse und Kartoffeln,Hauptgericht,,,,,
D254,Pasta Carbonara,Hauptgericht,,,,,
D255,Paella mit Meeresfrüchten und Hähnchen,Hauptgericht,,,,,
D256,Pfannengyros mit Reis und Zwiebeln,Hauptgericht,,,,,
D257,Quiche Lorraine,Hauptgericht,,,,,
D258,Quinoasalat mit Feta und Gemüse,Hauptgericht,,,,,
D259,Quinoapfanne mit Hähnchen und Brokkoli,Hauptgericht,,,,,
D260,Quarkauflauf mit Beeren,Hauptgericht,,,,,
D261,Quinoacurry mit Gemüse und Kokosmilch,Hauptgericht,,,,,
D262,Quarkknödel mit Zwetschgenkompott,Hauptgericht,,,,,
D263,Quarkpfannkuchen mit Äpfel,Hauptgericht,,,,,
D264,Quinoabowl mit Tofu und Gemüse,Hauptgericht,,,,,
D265,Quiche mit Spinat und Feta,Hauptgericht,,,,,
D266,Quarkauflauf mit Äpfeln und Rosinen,Hauptgericht,,,,,
D267,Rinderrouladen mit Kartoffeln und Rotkohl,Hauptgericht,,,,,
D268,Reispfanne mit Gemüse und Ei,Hauptgericht,,,,,
D269,Rahmgeschnetzeltes mit Spätzle,Hauptgericht,,,,,
D270,Ratatouille mit Reis,Hauptgericht,,,,,
D271,Rührei mit Speck und Bratkartoffeln,Hauptgericht,,,,,
D272,Rinderhackpfanne mit Gemüse und Reis,Hauptgericht,,,,,
D273,Rosenkohlauflauf mit Schinken und Käse,Hauptgericht,,,,,
D274,Reisauflauf mit Äpfeln und Zimt,Hauptgericht,,,,,
D275,Räucherlachs mit Nudeln und Spinat,Hauptgericht,,,,,
D276,Schnitzel mit Pommes und Erbsen,Hauptgericht,,,,,
D277,Spinatlasagne mit Feta,Hauptgericht,,,,,
D278,Schweinebraten mit Kartoffelklößen und Rotkohl,Hauptgericht,,,,,
D279,Seelachsfilet mit Kartoffelpüree und Erbsen,Hauptgericht,,,,,
D280,Sauerkrautauflauf mit Kartoffeln und Speck,Hauptgericht,,,,,
D281,Spätzlepfanne mit Gemüse und Käse,Hauptgericht,,,,,
D282,Sushi mit Lachs und Avocado,Hauptgericht,,,,,
D283,Schupfnudeln mit Sauerkraut und Speck,Hauptgericht,,,,,
D284,Tortellini mit Schinken-Sahne-Soße,Hauptgericht,,,,,
D285,Thunfischpizza,Hauptgericht,,,,,
D286,Tafelspitz mit Meerrettichsoße und Kartoffeln,Hauptgericht,,,,,
D287,Tagliatelle mit Lachs und Spinat,Hauptgericht,,,,,
D288,Tofucurry mit Gemüse und Reis,Hauptgericht,,,,,
D289,Tacos mit Hackfleisch und Käse,Hauptgericht,,,,,
D290,Tomatensuppe mit Reis und Ei,Hauptgericht,,,,,
D291,Tintenfischringe mit Pommes,Hauptgericht,,,,,
D292,Tortillawraps mit Hähnchen und Gemüse,Hauptgericht,,,,,
D293,Türkische Pide mit Hackfleisch,Hauptgericht,,,,,
D294,Udon-Nudeln mit Gemüse und Tofu,Hauptgericht,,,,,
D295,Umwickeltes Hähnchen mit Speck und Kartoffeln,Hauptgericht,,,,,
D296,Udon-Nudelpfanne mit Garnelen,Hauptgericht,,,,,
D297,Überbackene Auberginen mit Hackfleisch und Käse,Hauptgericht,,,,,
D298,Überbackene Kartoffeln mit Brokkoli und Schinken,Hauptgericht,,,,,
D299,Überbackene Nudeln mit Spinat und Feta,Hauptgericht,,,,,
D300,Ukrainische Wareniki mit Kartoffelfüllung,Hauptgericht,,,,,
D301,Überbackene Zucchini mit Hackfleisch und Käse,Hauptgericht,,,,,
D302,Udon-Suppe mit Hähnchen und Gemüse,Hauptgericht,,,,,
D303,Vollkornspaghetti mit Gemüse und Feta,Hauptgericht,,,,,
D304,Veggieburger mit Pommes,Hauptgericht,,,,,
D305,Vollkornreis mit Hähnchen und Brokkoli,Hauptgericht,,,,,
D306,Vegetarische Lasagne mit Spinat und Ricotta,Hauptgericht,,,,,
D307,Vollkornpfanne mit Tofu und Gemüse,Hauptgericht,,,,,
D308,Vogelsberger Kartoffelwurst mit Sauerkraut,Hauptgericht,,,,,
D309,Vollkornpizza mit Gemüse und Käse,Hauptgericht,,,,,
D310,Venezianisches Risotto mit Erbsen und Schinken,Hauptgericht,,,,,
D311,Vollkornwraps mit Hähnchen und Salat,Hauptgericht,,,,,
D312,Vollkornnudelauflauf mit Brokkoli und Käse,Hauptgericht,,,,,
D313,Wiener Schnitzel mit Kartoffelsalat,Hauptgericht,,,,,
D314,Wirsingeintopf mit Hackfleisch und Kartoffeln,Hauptgericht,,,,,
D315,Wurstsalat mit Brot,Snack,,,,,
D316,Wirsingrouladen mit Hackfleisch und Reis,Hauptgericht,,,,,
D317,Wok-Gemüse mit Hähnchen und Reis,Hauptgericht,,,,,
D318,Weißkohleintopf mit Kasseler und Kartoffeln,Hauptgericht,,,,,
D319,Wirsingauflauf mit Schinken und Käse,Hauptgericht,,,,,
D320,Waffeln mit Kirschen und Sahne,Hauptgericht,,,,,
D321,Wraps mit Falafel und Gemüse,Hauptgericht,,,,,
D322,Waldpilzrisotto mit Parmesan,Hauptgericht,,,,,
D323,Xiaolongbao (gedämpfte Teigtaschen mit Schweinefleisch),Hauptgericht,,,,,
D324,Xingren Doufu (Mandeltofu mit Früchten),Hauptgericht,,,,,
D325,Xo-Sauce-Nudeln mit Garnelen,Hauptgericht,,,,,
D326,Xacuti mit Hähnchen und Reis,Hauptgericht,,,,,
D327,Xiang La Tofu (scharfer Tofu mit Gemüse),Hauptgericht,,,,,
D328,Xouba Sardinen mit Ofenkartoffeln,Hauptgericht,,,,,
D329,Xia Fried Rice (asiatischer Bratreis mit Ei),Hauptgericht,,,,,
D330,Xacuti-Gemüsepfanne mit Kokosmilch,Hauptgericht,,,,,
D331,Xampinyons con Pollo (Hähnchen mit Champignons und Reis),Hauptgericht,,,,,
D332,Xoi Ga (vietnamesischer Klebreis mit Hähnchen),Hauptgericht,,,,,
D333,Yakisoba (Nudelpfanne mit Gemüse und Hähnchen),Hauptgericht,,,,,
D334,Yufka mit Hackfleisch und Salat,Hauptgericht,,,,,
D335,Yakisoba mit Tofu und Gemüse,Hauptgericht,,,,,
D336,Yufka mit Spinat und Feta,Hauptgericht,,,,,
D337,Yaki Onigiri (Reisbällchen mit Lachs),Hauptgericht,,,,,
D338,Yakisoba mit Garnelen und Gemüse,Hauptgericht,,,,,
D339,Yufka mit Hähnchen und Käse,Hauptgericht,,,,,
D340,Yakitori (Hähnchenspieße mit Reis),Hauptgericht,,,,,
D341,Yufka-Rolle mit Falafel und Gemüse,Hauptgericht,,,,,
D342,Yams-Pfanne mit Gemüse und Tofu,Hauptgericht,,,,,
D343,Zwiebelrostbraten mit Spätzle,Hauptgericht,,,,,
D344,Zucchiniauflauf mit Hackfleisch und Käse,Hauptgericht,,,,,
D345,Zanderfilet mit Kartoffeln und Spinat,Hauptgericht,,,,,
D346,Zucchinilasagne mit Feta,Hauptgericht,,,,,
D347,Zigeunerschnitzel mit Reis und Paprika,Hauptgericht,,,,,
D348,Zwiebelkuchen mit Speck,Hauptgericht,,,,,
D349,Zucchinisuppe mit Kartoffeln und Sahne,Hauptgericht,,,,,
D350,Zucchinipuffer mit Kräuterquark,Hauptgericht,,,,,
D351,Zartweizenpfanne mit Gemüse und Tofu,Hauptgericht,,,,,
D352,Zimtpfannkuchen mit Apfelmus,Hauptgericht,,,,,
